<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    fps                  | 1            |
|    iterations           | 68           |
|    time_elapsed         | 21814        |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0036989213 |
|    clip_fraction        | 0.0457       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.521       |
|    explained_variance   | 0.633        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00711     |
|    n_updates            | 670          |
|    policy_gradient_loss | -0.00142     |
|    value_loss           | 0.011        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 350          |
|    ep_rew_mean          | 16.7         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 69           |
|    time_elapsed         | 21896        |
|    total_timesteps      | 35328        |
| train/                  |              |
|    approx_kl            | 0.0027345482 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.522       |
|    explained_variance   | 0.456        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0103      |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.000766    |
|    value_loss           | 0.0229       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 354         |
|    ep_rew_mean          | 17          |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 70          |
|    time_elapsed         | 21980       |
|    total_timesteps      | 35840       |
| train/                  |             |
|    approx_kl            | 0.005709786 |
|    clip_fraction        | 0.0334      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.439      |
|    explained_variance   | 0.845       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00872    |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.00189    |
|    value_loss           | 0.0111      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 357          |
|    ep_rew_mean          | 17.3         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 71           |
|    time_elapsed         | 22063        |
|    total_timesteps      | 36352        |
| train/                  |              |
|    approx_kl            | 0.0016491119 |
|    clip_fraction        | 0.0273       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.404       |
|    explained_variance   | 0.856        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00186      |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.0056      |
|    value_loss           | 0.00641      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 361          |
|    ep_rew_mean          | 17.6         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 72           |
|    time_elapsed         | 22149        |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0023133906 |
|    clip_fraction        | 0.0127       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.448       |
|    explained_variance   | 0.764        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0143      |
|    n_updates            | 710          |
|    policy_gradient_loss | -0.00166     |
|    value_loss           | 0.00854      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 361         |
|    ep_rew_mean          | 17.6        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 73          |
|    time_elapsed         | 22232       |
|    total_timesteps      | 37376       |
| train/                  |             |
|    approx_kl            | 0.003886956 |
|    clip_fraction        | 0.0268      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.435      |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00185     |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.00608    |
|    value_loss           | 0.00438     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 363          |
|    ep_rew_mean          | 17.9         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 74           |
|    time_elapsed         | 22316        |
|    total_timesteps      | 37888        |
| train/                  |              |
|    approx_kl            | 0.0050118477 |
|    clip_fraction        | 0.0482       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.389       |
|    explained_variance   | 0.847        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0216      |
|    n_updates            | 730          |
|    policy_gradient_loss | -0.00629     |
|    value_loss           | 0.00649      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 362         |
|    ep_rew_mean          | 17.8        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 75          |
|    time_elapsed         | 22399       |
|    total_timesteps      | 38400       |
| train/                  |             |
|    approx_kl            | 0.004754646 |
|    clip_fraction        | 0.0398      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.367      |
|    explained_variance   | 0.868       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00951    |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.00933    |
|    value_loss           | 0.00817     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 362         |
|    ep_rew_mean          | 17.8        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 76          |
|    time_elapsed         | 22483       |
|    total_timesteps      | 38912       |
| train/                  |             |
|    approx_kl            | 0.006729311 |
|    clip_fraction        | 0.023       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.405      |
|    explained_variance   | -0.177      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.176       |
|    n_updates            | 750         |
|    policy_gradient_loss | 0.0123      |
|    value_loss           | 2.41        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 362          |
|    ep_rew_mean          | 17.8         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 77           |
|    time_elapsed         | 22566        |
|    total_timesteps      | 39424        |
| train/                  |              |
|    approx_kl            | 0.0031742929 |
|    clip_fraction        | 0.0463       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.426       |
|    explained_variance   | 0.336        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00763      |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00335     |
|    value_loss           | 0.041        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 363          |
|    ep_rew_mean          | 18           |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 78           |
|    time_elapsed         | 22651        |
|    total_timesteps      | 39936        |
| train/                  |              |
|    approx_kl            | 0.0074641025 |
|    clip_fraction        | 0.0361       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.396       |
|    explained_variance   | 0.232        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00828     |
|    n_updates            | 770          |
|    policy_gradient_loss | -0.00391     |
|    value_loss           | 0.0318       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 365         |
|    ep_rew_mean          | 18.2        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 79          |
|    time_elapsed         | 22737       |
|    total_timesteps      | 40448       |
| train/                  |             |
|    approx_kl            | 0.003448098 |
|    clip_fraction        | 0.0449      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.403      |
|    explained_variance   | 0.719       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0139     |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.00254    |
|    value_loss           | 0.0156      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 369          |
|    ep_rew_mean          | 18.6         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 80           |
|    time_elapsed         | 22823        |
|    total_timesteps      | 40960        |
| train/                  |              |
|    approx_kl            | 0.0041988045 |
|    clip_fraction        | 0.0484       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.455       |
|    explained_variance   | 0.778        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.01        |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.00628     |
|    value_loss           | 0.0117       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 373         |
|    ep_rew_mean          | 18.9        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 81          |
|    time_elapsed         | 22908       |
|    total_timesteps      | 41472       |
| train/                  |             |
|    approx_kl            | 0.003729821 |
|    clip_fraction        | 0.0256      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.448      |
|    explained_variance   | 0.669       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0278     |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00541    |
|    value_loss           | 0.00574     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 373          |
|    ep_rew_mean          | 18.9         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 82           |
|    time_elapsed         | 22992        |
|    total_timesteps      | 41984        |
| train/                  |              |
|    approx_kl            | 0.0024560625 |
|    clip_fraction        | 0.0287       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.368       |
|    explained_variance   | 0.759        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00758      |
|    n_updates            | 810          |
|    policy_gradient_loss | -0.00172     |
|    value_loss           | 0.00708      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 374          |
|    ep_rew_mean          | 19.1         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 83           |
|    time_elapsed         | 23078        |
|    total_timesteps      | 42496        |
| train/                  |              |
|    approx_kl            | 0.0025378624 |
|    clip_fraction        | 0.0266       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.422       |
|    explained_variance   | 0.944        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00664     |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00771     |
|    value_loss           | 0.00319      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 375          |
|    ep_rew_mean          | 19.2         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 84           |
|    time_elapsed         | 23162        |
|    total_timesteps      | 43008        |
| train/                  |              |
|    approx_kl            | 0.0052227927 |
|    clip_fraction        | 0.0752       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.399       |
|    explained_variance   | 0.641        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0289      |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.00902     |
|    value_loss           | 0.00816      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 379          |
|    ep_rew_mean          | 19.6         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 85           |
|    time_elapsed         | 23245        |
|    total_timesteps      | 43520        |
| train/                  |              |
|    approx_kl            | 0.0032601482 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.437       |
|    explained_variance   | 0.745        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00775      |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00679     |
|    value_loss           | 0.00598      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 382          |
|    ep_rew_mean          | 19.9         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 86           |
|    time_elapsed         | 23330        |
|    total_timesteps      | 44032        |
| train/                  |              |
|    approx_kl            | 0.0027960339 |
|    clip_fraction        | 0.026        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.412       |
|    explained_variance   | 0.5          |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0178       |
|    n_updates            | 850          |
|    policy_gradient_loss | -0.00449     |
|    value_loss           | 0.0108       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 386         |
|    ep_rew_mean          | 20.2        |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 87          |
|    time_elapsed         | 23416       |
|    total_timesteps      | 44544       |
| train/                  |             |
|    approx_kl            | 0.005256961 |
|    clip_fraction        | 0.0463      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.352      |
|    explained_variance   | 0.889       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0259      |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.00695    |
|    value_loss           | 0.00394     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 389          |
|    ep_rew_mean          | 20.6         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 88           |
|    time_elapsed         | 23499        |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0022482546 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.345       |
|    explained_variance   | 0.805        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0114      |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.0088      |
|    value_loss           | 0.0042       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 390          |
|    ep_rew_mean          | 20.7         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 89           |
|    time_elapsed         | 23584        |
|    total_timesteps      | 45568        |
| train/                  |              |
|    approx_kl            | 0.0030055877 |
|    clip_fraction        | 0.0299       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.387       |
|    explained_variance   | 0.959        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00461      |
|    n_updates            | 880          |
|    policy_gradient_loss | -0.00609     |
|    value_loss           | 0.00226      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 393          |
|    ep_rew_mean          | 21           |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 90           |
|    time_elapsed         | 23667        |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 0.0029867527 |
|    clip_fraction        | 0.0412       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.313       |
|    explained_variance   | 0.936        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00583     |
|    n_updates            | 890          |
|    policy_gradient_loss | -0.00489     |
|    value_loss           | 0.00277      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 398          |
|    ep_rew_mean          | 21.4         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 91           |
|    time_elapsed         | 23752        |
|    total_timesteps      | 46592        |
| train/                  |              |
|    approx_kl            | 0.0010757244 |
|    clip_fraction        | 0.017        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.317       |
|    explained_variance   | 0.809        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0336      |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.00693     |
|    value_loss           | 0.00437      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 399          |
|    ep_rew_mean          | 21.6         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 92           |
|    time_elapsed         | 23835        |
|    total_timesteps      | 47104        |
| train/                  |              |
|    approx_kl            | 0.0012860114 |
|    clip_fraction        | 0.0137       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.291       |
|    explained_variance   | 0.938        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.000981     |
|    n_updates            | 910          |
|    policy_gradient_loss | -0.00406     |
|    value_loss           | 0.002        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 406          |
|    ep_rew_mean          | 22.3         |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 93           |
|    time_elapsed         | 23920        |
|    total_timesteps      | 47616        |
| train/                  |              |
|    approx_kl            | 0.0019647141 |
|    clip_fraction        | 0.0277       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.313       |
|    explained_variance   | 0.967        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00673     |
|    n_updates            | 920          |
|    policy_gradient_loss | -0.0056      |
|    value_loss           | 0.00145      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 410          |
|    ep_rew_mean          | 22.6         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 94           |
|    time_elapsed         | 24007        |
|    total_timesteps      | 48128        |
| train/                  |              |
|    approx_kl            | 0.0030819015 |
|    clip_fraction        | 0.0299       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.34        |
|    explained_variance   | 0.841        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00305     |
|    n_updates            | 930          |
|    policy_gradient_loss | -0.00356     |
|    value_loss           | 0.00367      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 412         |
|    ep_rew_mean          | 22.9        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 95          |
|    time_elapsed         | 24090       |
|    total_timesteps      | 48640       |
| train/                  |             |
|    approx_kl            | 0.008678345 |
|    clip_fraction        | 0.0432      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.398      |
|    explained_variance   | 0.889       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00127     |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.00184    |
|    value_loss           | 0.00286     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 415         |
|    ep_rew_mean          | 23.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 96          |
|    time_elapsed         | 24174       |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.008094069 |
|    clip_fraction        | 0.0652      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.523      |
|    explained_variance   | 0.488       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0217     |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.00719    |
|    value_loss           | 0.0168      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 419          |
|    ep_rew_mean          | 23.5         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 97           |
|    time_elapsed         | 24259        |
|    total_timesteps      | 49664        |
| train/                  |              |
|    approx_kl            | 0.0045608897 |
|    clip_fraction        | 0.0496       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.47        |
|    explained_variance   | 0.881        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00326     |
|    n_updates            | 960          |
|    policy_gradient_loss | -0.00701     |
|    value_loss           | 0.00593      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 422          |
|    ep_rew_mean          | 23.8         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 98           |
|    time_elapsed         | 24345        |
|    total_timesteps      | 50176        |
| train/                  |              |
|    approx_kl            | 0.0061109755 |
|    clip_fraction        | 0.0689       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.44        |
|    explained_variance   | 0.545        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0051      |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.0128      |
|    value_loss           | 0.0081       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 426        |
|    ep_rew_mean          | 24.2       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 99         |
|    time_elapsed         | 24429      |
|    total_timesteps      | 50688      |
| train/                  |            |
|    approx_kl            | 0.00528172 |
|    clip_fraction        | 0.0633     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.53      |
|    explained_variance   | 0.857      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.013     |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.00313   |
|    value_loss           | 0.00443    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 427         |
|    ep_rew_mean          | 24.4        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 100         |
|    time_elapsed         | 24514       |
|    total_timesteps      | 51200       |
| train/                  |             |
|    approx_kl            | 0.010104562 |
|    clip_fraction        | 0.0652      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.576      |
|    explained_variance   | 0.443       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0207      |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.0117     |
|    value_loss           | 0.0206      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 427          |
|    ep_rew_mean          | 24.4         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 101          |
|    time_elapsed         | 24597        |
|    total_timesteps      | 51712        |
| train/                  |              |
|    approx_kl            | 0.0038561074 |
|    clip_fraction        | 0.051        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.488       |
|    explained_variance   | 0.832        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.00854      |
|    n_updates            | 1000         |
|    policy_gradient_loss | -0.00391     |
|    value_loss           | 0.0107       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 434         |
|    ep_rew_mean          | 25          |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 102         |
|    time_elapsed         | 24682       |
|    total_timesteps      | 52224       |
| train/                  |             |
|    approx_kl            | 0.012795421 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.551      |
|    explained_variance   | -0.0261     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.457       |
|    n_updates            | 1010        |
|    policy_gradient_loss | 0.00744     |
|    value_loss           | 2.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 434         |
|    ep_rew_mean          | 25          |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 103         |
|    time_elapsed         | 24762       |
|    total_timesteps      | 52736       |
| train/                  |             |
|    approx_kl            | 0.005796466 |
|    clip_fraction        | 0.0227      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.425      |
|    explained_variance   | -0.409      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00321     |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.000928   |
|    value_loss           | 0.0501      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 436          |
|    ep_rew_mean          | 25.2         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 104          |
|    time_elapsed         | 24848        |
|    total_timesteps      | 53248        |
| train/                  |              |
|    approx_kl            | 0.0045843497 |
|    clip_fraction        | 0.0143       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.508       |
|    explained_variance   | 0.424        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0125      |
|    n_updates            | 1030         |
|    policy_gradient_loss | -0.00253     |
|    value_loss           | 0.00883      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 432          |
|    ep_rew_mean          | 24.9         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 105          |
|    time_elapsed         | 24932        |
|    total_timesteps      | 53760        |
| train/                  |              |
|    approx_kl            | 0.0016241062 |
|    clip_fraction        | 0.0184       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.486       |
|    explained_variance   | 0.734        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00192     |
|    n_updates            | 1040         |
|    policy_gradient_loss | -0.00295     |
|    value_loss           | 0.0156       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 435         |
|    ep_rew_mean          | 25.2        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 106         |
|    time_elapsed         | 25017       |
|    total_timesteps      | 54272       |
| train/                  |             |
|    approx_kl            | 0.009722624 |
|    clip_fraction        | 0.0457      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.549      |
|    explained_variance   | -0.0753     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.345       |
|    n_updates            | 1050        |
|    policy_gradient_loss | 0.00159     |
|    value_loss           | 3.29        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 438          |
|    ep_rew_mean          | 25.5         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 107          |
|    time_elapsed         | 25102        |
|    total_timesteps      | 54784        |
| train/                  |              |
|    approx_kl            | 0.0049175136 |
|    clip_fraction        | 0.0482       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.62        |
|    explained_variance   | -0.334       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0169       |
|    n_updates            | 1060         |
|    policy_gradient_loss | -0.00801     |
|    value_loss           | 0.0546       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 440        |
|    ep_rew_mean          | 25.7       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 108        |
|    time_elapsed         | 25187      |
|    total_timesteps      | 55296      |
| train/                  |            |
|    approx_kl            | 0.00974248 |
|    clip_fraction        | 0.076      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.586     |
|    explained_variance   | 0.148      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0248     |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.00792   |
|    value_loss           | 0.0381     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 441          |
|    ep_rew_mean          | 25.7         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 109          |
|    time_elapsed         | 25271        |
|    total_timesteps      | 55808        |
| train/                  |              |
|    approx_kl            | 0.0040269024 |
|    clip_fraction        | 0.0289       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.46        |
|    explained_variance   | 0.292        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0116       |
|    n_updates            | 1080         |
|    policy_gradient_loss | 0.00102      |
|    value_loss           | 0.0216       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 441         |
|    ep_rew_mean          | 25.7        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 110         |
|    time_elapsed         | 25354       |
|    total_timesteps      | 56320       |
| train/                  |             |
|    approx_kl            | 0.024384258 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.628      |
|    explained_variance   | -0.23       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.223       |
|    n_updates            | 1090        |
|    policy_gradient_loss | 0.0182      |
|    value_loss           | 2.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 445         |
|    ep_rew_mean          | 26.1        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 111         |
|    time_elapsed         | 25437       |
|    total_timesteps      | 56832       |
| train/                  |             |
|    approx_kl            | 0.005815484 |
|    clip_fraction        | 0.0732      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.609      |
|    explained_variance   | 0.486       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00633     |
|    n_updates            | 1100        |
|    policy_gradient_loss | -0.00807    |
|    value_loss           | 0.0308      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 446         |
|    ep_rew_mean          | 26.3        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 112         |
|    time_elapsed         | 25524       |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.007984684 |
|    clip_fraction        | 0.0547      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.65       |
|    explained_variance   | 0.691       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00915    |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00619    |
|    value_loss           | 0.0146      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 113         |
|    time_elapsed         | 25609       |
|    total_timesteps      | 57856       |
| train/                  |             |
|    approx_kl            | 0.019179143 |
